topology,mixing_strategy,num_nodes,seed,k_target,round,node_id,accuracy,degree
ER,metropolis_hastings,50,42,4,8,23,42.11,4
ER,metropolis_hastings,50,42,4,8,24,53.01,5
ER,metropolis_hastings,50,42,4,8,25,53.97,5
ER,metropolis_hastings,50,42,4,8,26,55.48,5
ER,metropolis_hastings,50,42,4,8,27,44.9,4
ER,metropolis_hastings,50,42,4,8,28,44.72,4
ER,metropolis_hastings,50,42,4,8,29,51.67,7
ER,metropolis_hastings,50,42,4,8,30,50.13,5
ER,metropolis_hastings,50,42,4,8,31,50.0,3
ER,metropolis_hastings,50,42,4,8,32,47.81,4
ER,metropolis_hastings,50,42,4,8,33,50.41,3
ER,metropolis_hastings,50,42,4,8,34,39.19,2
ER,metropolis_hastings,50,42,4,8,35,53.98,6
ER,metropolis_hastings,50,42,4,8,36,39.97,3
ER,metropolis_hastings,50,42,4,8,37,57.29,4
ER,metropolis_hastings,50,42,4,8,38,51.84,5
ER,metropolis_hastings,50,42,4,8,39,47.73,4
ER,metropolis_hastings,50,42,4,8,40,57.18,3
ER,metropolis_hastings,50,42,4,8,41,46.96,3
ER,metropolis_hastings,50,42,4,8,42,51.94,3
ER,metropolis_hastings,50,42,4,8,43,23.12,2
ER,metropolis_hastings,50,42,4,8,44,49.04,6
ER,metropolis_hastings,50,42,4,8,45,61.07,5
ER,metropolis_hastings,50,42,4,8,46,46.49,2
ER,metropolis_hastings,50,42,4,8,47,47.02,5
ER,metropolis_hastings,50,42,4,8,48,56.05,4
ER,metropolis_hastings,50,42,4,8,49,45.64,3
ER,metropolis_hastings,50,42,4,9,0,54.14,4
ER,metropolis_hastings,50,42,4,9,1,56.84,9
ER,metropolis_hastings,50,42,4,9,2,61.99,4
ER,metropolis_hastings,50,42,4,9,3,55.33,5
ER,metropolis_hastings,50,42,4,9,4,35.88,1
ER,metropolis_hastings,50,42,4,9,5,44.17,3
ER,metropolis_hastings,50,42,4,9,6,55.79,4
ER,metropolis_hastings,50,42,4,9,7,54.92,5
ER,metropolis_hastings,50,42,4,9,8,57.93,4
ER,metropolis_hastings,50,42,4,9,9,42.78,1
ER,metropolis_hastings,50,42,4,9,10,43.08,3
ER,metropolis_hastings,50,42,4,9,11,48.2,6
ER,metropolis_hastings,50,42,4,9,12,37.86,2
ER,metropolis_hastings,50,42,4,9,13,57.49,5
ER,metropolis_hastings,50,42,4,9,14,55.78,7
ER,metropolis_hastings,50,42,4,9,15,43.94,3
ER,metropolis_hastings,50,42,4,9,16,57.9,5
ER,metropolis_hastings,50,42,4,9,17,42.94,4
ER,metropolis_hastings,50,42,4,9,18,50.17,4
ER,metropolis_hastings,50,42,4,9,19,46.23,1
ER,metropolis_hastings,50,42,4,9,20,38.17,4
ER,metropolis_hastings,50,42,4,9,21,45.97,3
ER,metropolis_hastings,50,42,4,9,22,60.28,8
ER,metropolis_hastings,50,42,4,9,23,45.48,4
ER,metropolis_hastings,50,42,4,9,24,56.08,5
ER,metropolis_hastings,50,42,4,9,25,54.83,5
ER,metropolis_hastings,50,42,4,9,26,58.06,5
ER,metropolis_hastings,50,42,4,9,27,48.61,4
ER,metropolis_hastings,50,42,4,9,28,46.64,4
ER,metropolis_hastings,50,42,4,9,29,58.37,7
ER,metropolis_hastings,50,42,4,9,30,53.85,5
ER,metropolis_hastings,50,42,4,9,31,51.56,3
ER,metropolis_hastings,50,42,4,9,32,48.37,4
ER,metropolis_hastings,50,42,4,9,33,54.96,3
ER,metropolis_hastings,50,42,4,9,34,41.1,2
ER,metropolis_hastings,50,42,4,9,35,55.64,6
ER,metropolis_hastings,50,42,4,9,36,41.74,3
ER,metropolis_hastings,50,42,4,9,37,60.26,4
ER,metropolis_hastings,50,42,4,9,38,56.31,5
ER,metropolis_hastings,50,42,4,9,39,49.74,4
ER,metropolis_hastings,50,42,4,9,40,61.06,3
ER,metropolis_hastings,50,42,4,9,41,48.14,3
ER,metropolis_hastings,50,42,4,9,42,55.76,3
ER,metropolis_hastings,50,42,4,9,43,24.63,2
ER,metropolis_hastings,50,42,4,9,44,50.38,6
ER,metropolis_hastings,50,42,4,9,45,62.54,5
ER,metropolis_hastings,50,42,4,9,46,52.78,2
ER,metropolis_hastings,50,42,4,9,47,49.11,5
ER,metropolis_hastings,50,42,4,9,48,61.11,4
ER,metropolis_hastings,50,42,4,9,49,47.65,3
ER,metropolis_hastings,50,42,4,10,0,56.16,4
ER,metropolis_hastings,50,42,4,10,1,58.58,9
ER,metropolis_hastings,50,42,4,10,2,64.29,4
ER,metropolis_hastings,50,42,4,10,3,60.41,5
ER,metropolis_hastings,50,42,4,10,4,39.88,1
ER,metropolis_hastings,50,42,4,10,5,50.05,3
ER,metropolis_hastings,50,42,4,10,6,60.08,4
ER,metropolis_hastings,50,42,4,10,7,56.42,5
ER,metropolis_hastings,50,42,4,10,8,60.46,4
ER,metropolis_hastings,50,42,4,10,9,50.02,1
ER,metropolis_hastings,50,42,4,10,10,47.1,3
ER,metropolis_hastings,50,42,4,10,11,53.63,6
ER,metropolis_hastings,50,42,4,10,12,41.49,2
ER,metropolis_hastings,50,42,4,10,13,59.76,5
